歌名,,,,,,别名,,,,,,,,,,,,,,
リンカーネイション,,,,,,轮回转生,烈火战神,reincarnation,,,,,,,,,,,,
TRUST,,,,,,足控,,,,,,,,,,,,,,
キリキリ舞Mine,舞mine,kirikiri,,,,girigiri舞,,,,,,,,,,,,,,
ネトゲ廃人シュプレヒコール,,,,,,网游废人,,,,,,,,,,,,,,
ソーラン☆節,,,,,,索兰节,,,,,,,,,,,,,,
でらっくmaimai♪てんてこまい!,天手古舞,DX主题曲,三森铃子,,,滴蜡熊,,,,,,,,,,,,,,
スリップフリップ,,,,,,slipflip,,,,,,,,,,,,,,
HOT LIMIT,光吉熊,裸足,,,,热限,,,,,,,,,,,,,,
ゴーゴー幽霊船,,,,,,幽灵船,,,,,,,,,,,,,,
エピクロスの虹はもう見えない,,,,,,圣母,,,,,,,,,,,,,,
モザイクロール,,,,,,马赛克卷,,,,,,,,,,,,,,
ぽっぴっぽー,,,,,,蔬菜歌,蔬菜汁,popipo,,,,,,,,,,,,
Yakumo >>JOINT STRUGGLE (2019 Update),,,,,,八云紫,八云,yakumo,,,,,,,,,,,,
Yet Another ”drizzly rain”,,,,,,帕秋莉,,,,,,,,,,,,,,
True Love Song,,,,,,真爱歌,,,,,,,,,,,,,,
妄想感傷代償連盟,盲肠肝脏大肠年龄,妄想感伤代偿联盟,DSCF,妄想感伤,,妄想,,,,,,,,,,,,,,
蒼空に舞え、墨染の桜,,,,,,墨染,墨染樱,,,,,,,,,,,,,
永遠のメロディ,,,,,,永远的melody,,,,,,,,,,,,,,
待チ人ハ来ズ。,待人来,,,,,待人未至,待人来,,,,,,,,,,,,,
ケロ⑨destiny,,,,,,⑨,9,,,,,,,,,,,,,
ラブリー☆えんじぇる!!,,,,,,可爱天使,,,,,,,,,,,,,,
Barbed Eye,,,,,,狗谷爱,坏眼,,,,,,,,,,,,,
キャプテン・ムラサのケツアンカー,,,,,,船长,,,,,,,,,,,,,,
MYTHOS,,,,,,小提琴,,,,,,,,,,,,,,
ひれ伏せ愚民どもっ！,,,,,,愚民,,,,,,,,,,,,,,
虹と太陽,,,,,,虹太阳,,,,,,,,,,,,,,
Starlight Dance Floor,,,,,,发热错位金曲,星光舞厅,,,,,,,,,,,,,
ナミダと流星,,,,,,眼泪与流星,眼泪流星,流星,,,,,,,,,,,,
YA･DA･YO [Reborn],,,,,,亚达哟,,,,,,,,,,,,,,
フィクサー,,,,,,fixer,修人,,,,,,,,,,,,,
サドマミホリック,,,,,,灵梦撒币,,,,,,,,,,,,,,
StargazeR,观星者,,,,,,,,,,,,,,,,,,,
しねばいいのに,费玉清,你们怎么不去死,,,,死了一了百了,洗呢吧一诺尼,不如死了算了,西内吧一诺尼,鲤鱼王,,,,,,,,,,
ゴーストルール,,,,,,幽灵法则,Ghost rule,露露小姐,,,,,,,,,,,,
39みゅーじっく！,39音乐,,,,,39music,,,,,,,,,,,,,,
相思創愛,,,,,,相思创爱,,,,,,,,,,,,,,
WORLD'S END UMBRELLA,,,,,,世末伞,,,,,,,,,,,,,,
だれかの心臓になれたなら,,,,,,心脏,,,,,,,,,,,,,,
パンダヒーロー,,,,,,panda hero,,,,,,,,,,,,,,
福宿音屋魂音泉,,,,,,魂音泉,,,,,,,,,,,,,,
幽闇に目醒めしは,,,,,,幽暗,幽目,,,,,,,,,,,,,
泡沫、哀のまほろば,,,,,,泡沫,,,,,,,,,,,,,,
Xevel,累死人不偿命,,,,,黑白双gay,x,,,,,,,,,,,,,
maiム・maiム feat.週刊少年マガジン,功夫,,,,,周刊少年,,,,,,,,,,,,,,
魔法少女になるしかねぇ,马猴烧酒,,,,,魔法少女,,,,,,,,,,,,,,
アウターサイエンス,,,,,,界外科学,,,,,,,,,,,,,,
Jimang Shot,,,,,,急忙射,,,,,,,,,,,,,,
記憶、記録,爆裂鼓手,,,,,记忆记录,恐怖谷,,,,,,,,,,,,,
Spin me harder,,,,,,蓝蝴蝶,电蝴蝶,,,,,,,,,,,,,
立ち入り禁止,,,,,,立入禁止,,,,,,,,,,,,,,
終点,,,,,,终点,,,,,,,,,,,,,,
すーぱーぬこになりたい,,,,,,变超猫,nuko,,,,,,,,,,,,,
Get Happy,,,,,,爽了,给爽,得到开心,,,,,,,,,,,,
Future,ftr,,,,,未来,错位歌,,,,,,,,,,,,,
ハロ／ハワユ,,,,,,Hello，how are you,,,,,,,,,,,,,,
泣き虫O'clock,,,,,,泣虫,爱哭鬼,,,,,,,,,,,,,
円舞曲、君に,,,,,,圆舞曲,舞曲,,,,,,,,,,,,,
エイリアンエイリアン,,,,,,外星人,alien,,,,,,,,,,,,,
時空を超えて久しぶり！,,,,,,puyopuyo,噗哟噗哟,,,,,,,,,,,,,
レッツゴー!陰陽師,,,,,,阴阳师,,,,,,,,,,,,,,
Cosmic Magic Shooter,,,,,,宇宙魔术射手,魔术射手,cms,,,,,,,,,,,,
腐れ外道とチョコレゐト,,,,,,外道,巧克力,腐外道,,,,,,,,,,,,
planet dancer,,,,,,星球舞者,爸爸拉粑粑,,,,,,,,,,,,,
ARROW,,,,,,箭,,,,,,,,,,,,,,
東方妖々夢 ～the maximum moving about～,,,,,,妖妖梦,,,,,,,,,,,,,,
Scarlet Wings,,,,,,猩红之翼,小星星2,REDALiCE,红翅膀子,,,,,,,,,,,
アンノウン・マザーグース,,,,,,妈妈鹅,鹅妈妈,,,,,,,,,,,,,
REVIVER オルタンシア・サーガ -蒼の騎士団- オリジナルVer.,,,,,,苍之骑士团,,,,,,,,,,,,,,
バレリーコ,,,,,,芭蕾舞者,,,,,,,,,,,,,,
アマツキツネ,,,,,,天狐,,,,,,,,,,,,,,
不毛！,,,,,,不毛,,,,,,,,,,,,,,
ワンダーラスト,,,,,,wander last,wanderlast,,luka,,,,,,,,,,,
EVERGREEN,,,,,,常绿,一直绿,青春永驻,,,,,,,,,,,,
命ばっかり,,,,,,全是命,命没,只为生命,,,,,,,,,,,,
みんなのマイマイマー,,,,,,大家的maimai吗,maimai,,,,,,,,,,,,,
ユビキリ,,,,,,拉勾勾,,,,,,,,,,,,,,
U.S.A.,,,,,,usa,,,,,,,,,,,,,,
おても☆Yan,,,,,,阿铁摸呀,陕北民歌,阿铁摸鸭,山歌,,,,,,,,,,,
天国と地獄 -言ノ葉リンネ-,,,,,,天国地狱,,,,,,,,,,,,,,
ジャガーノート,,,,,,juggernaut,,,,,,,,,,,,,,
四次元跳躍機関,,,,,,四次元,机关,四次元跳跃机关,跳楼机,冰风,,,,,,,,,,
囲い無き世は一期の月影,,,,,,月影,,,,,,,,,,,,,,
Sky High [Reborn],,,,,,天空高,,,,,,,,,,,,,,
MilK,,,,,,牛奶,,,,,,,,,,,,,,
あねぺったん,,,,,,,,,,,,,,,,,,,,
マリアをはげませ,,,,,,,,,,,,,,,,,,,,
Strobe♡Girl,,,,,,,,,,,,,,,,,,,,
きらっせ☆ウッド村ファーム,はっぴー酱下乡扶贫,木村农场,銚子县,,,妖精村,,,,,,,,,,,,,,
神々の祈り,,,,,,神祈,,,,,,,,,,,,,,
Phantasm Brigade,,,,,,,,,,,,,,,,,,,,
Urban Crusher [Remix],,,,,,,,,,,,,,,,,,,,
Her Dream Is To Be A Fantastic Sorceress,,,,,,,,,,,,,,,,,,,,
アカリがやってきたぞっ,来了哦,阿卡丽,,,,,,,,,,,,,,,,,,
ファンタジーゾーン OPA-OPA! -GMT remix-,幻想空间,,,,,,,,,,,,,,,,,,,
采配の刻 Power of order,,,,,,,,,,,,,,,,,,,,
Session High⤴,,,,,,⤴️,⬆️,↗️,,,,,,,,,,,,
STEREOSCAPE,,,,,,,,,,,,,,,,,,,,
イアイア★ナイトオブデザイア,,,,,,,,,,,,,,,,,,,,
フォルテシモBELL,,,,,,,,,,,,,,,,,,,,
STARTLINER,音击,,,,,,,,,,,,,,,,,,,
jelly,,,,,,,,,,,,,,,,,,,,
Color My World,悲怆,,,,,,,,,,,,,,,,,,,
ナイトメア☆パーティーナイト,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,
One Step Ahead,,,,,,,,,,,,,,,,,,,,
INFINITE WORLD,,,,,,,,,,,,,,,,,,,,
ラブチーノ,love cino,,,,,,,,,,,,,,,,,,,
ZIGG-ZAGG,,,,,,,,,,,,,,,,,,,,
fake!fake!,,,,,,,,,,,,,,,,,,,,
超絶！Superlative,,,,,,,,,,,,,,,,,,,,
ドキドキDREAM!!!,,,,,,,,,,,,,,,,,,,,
げきオコスティックファイナリアリティぷんぷんマスタースパーク,,,,,,,,,,,,,,,,,,,,
心象蜃気楼,,,,,,心象晨气楼,心像楼,心象楼,心象蜃气楼,,,,,,,,,,,
Let's Go Away,,,,,,,,,,,,,,,,,,,,
御旗のもとに,,,,,,,,,,,,,,,,,,,,
ENJOY POLIS,,,,,,,,,,,,,,,,,,,,
セハガガガンバッちゃう！！,世嘉硬件女孩,,,,,,,,,,,,,,,,,,,
エテルニタス・ルドロジー,,,,,,,,,,,,,,,,,,,,
Riders Of The Light,,,,,,,,,,,,,,,,,,,,
Quartet Theme [Reborn],,,,,,,,,,,,,,,,,,,,
Conquista Ciela,,,,,,,,,,,,,,,,,,,,
かくしん的☆めたまるふぉ～ぜっ！,有没有wifi,小埋op,,,,,,,,,,,,,,,,,,
Fist Bump,索尼克力量,,,,,,,,,,,,,,,,,,,
生きてるおばけは生きている,活着的怪物会一直活着,,,,,,,,,,,,,,,,,,,
YU-MU,,,,,,,,,,,,,,,,,,,,
リリリリ★バーニングナイト,,,,,,,,,,,,,,,,,,,,
Sweets×Sweets,,,,,,,,,,,,,,,,,,,,
Love or Lies,,,,,,,,,,,,,,,,,,,,
オーディエンスを沸かす程度の能力 feat.タイツォン,,,,,,沸腾程度,,,,,,,,,,,,,,
オレンジの夏,,,,,,,,,,,,,,,,,,,,
specialist (“Never More” ver.),,,,,,,,,,,,,,,,,,,,
Arrival of Tears,,,,,,,,,,,,,,,,,,,,
どうしてこうなった,跳舞狗,为什么会变成这样,,,,,,,,,,,,,,,,,,
Signs Of Love (“Never More” ver.),,,,,,,,,,,,,,,,,,,,
connecting with you,,,,,,pink挑战,,,,,,,,,,,,,,
brilliant better,,,,,,,,,,,,,,,,,,,,
かせげ！ジャリンコヒーロー,,,,,,,,,,,,,,,,,,,,
メグメグ☆ファイアーエンドレスナイト,,,,,,,,,,,,,,,,,,,,
願いを呼ぶ季節,,,,,,,,,,,,,,,,,,,,
深海少女,,,,,,,,,,,,,,,,,,,,
犬日和。,,,,,,狗日子,狗天气,,,,,,,,,,,,,
Ignite Infinity,,,,,,,,,,,,,,,,,,,,
毒占欲,,,,,,,,,,,,,,,,,,,,
Grip & Break down !!,,,,,,,,,,,,,,,,,,,,
RIDGE RACER STEPS -GMT remix-,山脊赛车,,,,,,,,,,,,,,,,,,,
The Great Journey,,,,,,,,,,,,,,,,,,,,
Tic Tac DREAMIN’,,,,,,粉毛睡衣,睡衣,,,,,,,,,,,,,
SHOW TIME,,,,,,,,,,,,,,,,,,,,
maimaiちゃんのテーマ,maimai酱,,,,,,,,,,,,,,,,,,,
Tell Your World,,,,,,TYW,,,,,,,,,,,,,,
コトバ・カラフル,GO! GO! 575,,,,,女同,女同贴贴,双押姐妹花,女同歌,多彩言语,,,,,,,,,,
welcome to maimai!! with マイマイマー,,,,,,,,,,,,,,,,,,,,
HIMITSUスパーク,,,,,,,,,,,,,,,,,,,,
true my heart -Lovable mix-,,,,,,,,,,,,,,,,,,,,
Heart Beats,,,,,,,,,,,,,,,,,,,,
ハート・ビート,,,,,,,,,,,,,,,,,,,,
Our Fighting,,,,,,,,,,,,,,,,,,,,
POP STAR,,,,,,,,,,,,,,,,,,,,
踊れオーケストラ,,,,,,,,,,,,,,,,,,,,
No Routine,,,,,,,,,,,,,,,,,,,,
Time To Make History (AKIRA YAMAOKA Remix),,,,,,,,,,,,,,,,,,,,
Terminal Storm,,,,,,,,,,,,,,,,,,,,
東方スイーツ！～鬼畜姉妹と受難メイド～,,,,,,,,,,,,,,,,,,,,
地上の戦士,樱花大战5,,,,,,,,,,,,,,,,,,,
Living Universe,,,,,,,,,,,,,,,,,,,,
Counselor,,,,,,,,,,,,,,,,,,,,
Pursuing My True Self,,,,,,,,,,,,,,,,,,,,
お嫁にしなさいっ！,,,,,,,,,,,,,,,,,,,,
Jump!! Jump!! Jump!!,,,,,,三蹦子,,,,,,,,,,,,,,
ってゐ！ ～えいえんてゐVer～,,,,,,,,,,,,,,,,,,,,
Agitation！,,,,,,,,,,,,,,,,,,,,
-OutsideR:RequieM-,,,,,,,,,,,,,,,,,,,,
宿題が終わらないっ！,,,,,,,,,,,,,,,,,,,,
ありふれたせかいせいふく,,,,,,司空见惯的世界征服,,,,,,,,,,,,,,
赤心性：カマトト荒療治,,,,,,赤心性,,,,,,,,,,,,,,
にめんせい☆ウラオモテライフ！,二面性,小埋R,,,,,,,,,,,,,,,,,,
M.S.S.Planet,,,,,,妈杀杀星球,,,,,,,,,,,,,,
SPILL OVER COLORS,调色板,,,,,,,,,,,,,,,,,,,
ラブって♡ジュエリー♪えんじぇる☆ブレイク！！,快盗天使BREAK,绝赞,,,,,,,,,,,,,,,,,,
麒麟,,,,,,,,,,,,,,,,,,,,
馬と鹿,,,,,,马和鹿,笨和蛋,马鹿,群主,傻与逼,,,,,,,,,,
いつかいい感じにアレしよう,,,,,,,,,,,,,,,,,,,,
ラブ・ドラマティック feat. 伊原六花,辉夜,辣妹米斯达,,,,,,,,,,,,,,,,,,
アンドロイドガール,,,,,,安卓少女,安卓女孩,,,,,,,,,,,,,
スロウダウナー,slow downer,,,,,,,,,,,,,,,,,,,
ビターチョコデコレーション,苦巧克力装饰,谁知盘中餐,,,,,,,,,,,,,,,,,,
スターリースカイ☆パレード,星空游行,,,,,,,,,,,,,,,,,,,
Black Lair,,,,,,,,,,,,,,,,,,,,
ヤミツキ,,,,,,,,,,,,,,,,,,,,
Valsqotch,金熊,,,,,金熊,黄金滴蜡熊,,,,,,,,,,,,,
UniTas,,,,,,,,,,,,,,,,,,,,
モ°ルモ°ル,,,,,,毛儿毛儿,毛儿,,,,,,,,,,,,,
ここからはじまるプロローグ。,猫圣剑,prologue starting,松鼠,序章,,,,,,,,,,,,,,,,
絡めトリック利己ライザー,,,,,,大脸妹,,,,,,,,,,,,,,
ソリッド,,,,,,solid,大贫民,,,,,,,,,,,,,
Bad Apple!! Feat.nomico (REDALiCE Remix),,,,,,坏苹果remix,烂苹果,红黑苹果,红苹果,,,,,,,,,,,
アトロポスと最果の探究者,,,,,,探究者,大奶子伊蕾娜,最果,,,,,,,,,,,,
封焔の135秒,,,,,,135,封焰,135秒,封焰的135,,,,,,,,,,,
Got more raves？,,,,,,郭沫若,gmr,雷神,,,,,,,,,,,,
Jörqer,,,,,,qer,pvq,jorqer,猫头鹰,,,,,,,,,,,
渦状銀河のシンフォニエッタ,,,,,,抽水马桶,涡状银河,涡状台风,涡状马桶,,,,,,,,,,,
乙女解剖,,,,,,乙女解剖,,,,,,,,,,,,,,
宛城、炎上！！,,,,,,宛城炎上,宛城,炎上,皮炎平,按脚,摁脚,摁jio,,,,,,,,
Maboroshi,,,,,,山茶花,马波罗西,,,,,,,,,,,,,
ENERGY SYNERGY MATRIX,,,,,,esm跑,esm,,,,,,,,,,,,,
CHOCOLATE BOMB!!!!,,,,,,巧克力炸弹,,,,,,,,,,,,,,
共鳴,,,,,,共鸣,,,,,,,,,,,,,,
+♂,Plus男子,,,,,加男？,嘉然,加男,a手,,,,,,,,,,,
NULCTRL,,,,,,nc,脑残,牛啃臭,,,,,,,,,,,,
ウマイネームイズうまみちゃん,美味棒,,,,,哆啦A梦,米格玛,,,,,,,,,,,,,
紅蓮華,猪油骨,,,,,红莲华,,,,,,,,,,,,,,
ぼくたちいつでも　しゅわっしゅわ！,Splash主题曲,,,,,修哇修哇,咻哇咻哇,柠檬熊,丸山彩,,,,,,,,,,,
表裏一体,,,,,,表裹一体,表里一体,,,,,,,,,,,,,
ワードワードワード,,,,,,豪华海底潭,touch海底谭,哇多哇多哇多,,,,,,,,,,,,
ノーポイッ!,,,,,,点兔,,,,,,,,,,,,,,
ハム太郎とっとこうた,,,,,,哈姆太郎,,,,,,,,,,,,,,
STEEL TRANSONIC,,,,,,st,粉毛机甲,超音钢,,,,,,,,,,,,
居並ぶ穀物と溜息まじりの運送屋,老汉拉车,,,,,运送屋,老爷爷,木雕鲶鱼2,,,,,,,,,,,,
wheel,,,,,,wheel,悠哇悠哇,,,,,,,,,,,,,
Saika,,,,,,彩华,,,,,,,,,,,,,,
おこちゃま戦争,,,,,,孩子气战争,,,,,,,,,,,,,,
felys -final remix-,,,,,,飞雷神,,,,,,,,,,,,,,
Pretender,,,,,,pretender,,,,,,,,,,,,,,
拝啓ドッペルゲンガー,,,,,,分身,拜启,,,,,,,,,,,,,
バイオレンストリガー,暴力扳机,陶大冲,,,,暴力板机,,,,,,,,,,,,,,
悪戯センセーション,,,,,,恶戏,二小姐,大小姐,大妹,,,,,,,,,,,
Flashkick,,,,,,闪击,flash,Flash,,,,,,,,,,,,
STAIRWAY TO GENERATION,,,,,,飞机,,,,,,,,,,,,,,
Boys O' Clock,,,,,,男同时刻,,,,,,,,,,,,,,
Squlpp,色情露屁屁,,,,,失去了屁屁,失去了pp,色情露屁屁,,,,,,,,,,,,
CHAOS,,,,,,超市,,,,,,,,,,,,,,
Catch the Wave,,,,,,抓个波,,,,,,,,,,,,,,
絶対にチョコミントを食べるアオイチャン,,,,,,必须要吃薄荷巧克力味冰淇淋的琴叶葵酱,冰淇淋,薄荷巧克力冰淇淋,,,,,,,,,,,,
"≠彡""/了→",你爹来了,绝赞来了,你爹来了→,,,太空熊,你爹来喽,你的旅行,kimitour,,,,,,,,,,,
明星ギャラクティカ,,,,,,明星银河号,丢人银河号,,,,,,,,,,,,,
絶え間なく藍色,无尽之蓝,,,,,,,,,,,,,,,,,,,
